images,mtype,name,package_volume,price,sku,subtype,type,volume,weight
"['https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/0/0/00037000977162.jpg', 'https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/0/0/00037000977162.jpg', 'https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/0/0/00037000977162_1.jpg', 'https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/0/0/00037000977162_2.jpg', 'https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/0/0/00037000977162_3.jpg', 'https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/0/0/00037000977162_4.jpg']",household/kitchen/cleaning-supplies,"Cascade ActionPacs Dishwasher Detergent, Fresh Scent - 20 ct",NonexNonexNone,5.99,8022082,cleaning-supplies,household,3.54 x7.09 x7.56 ,20 oz
"['https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/0/0/00037000977155.jpg', 'https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/0/0/00037000977155.jpg', 'https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/0/0/00037000977155_1.jpg', 'https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/0/0/00037000977155_2.jpg', 'https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/0/0/00037000977155_3.jpg', 'https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/0/0/00037000977155_4.jpg']",household/kitchen/cleaning-supplies,"Cascade ActionPacs Dishwasher Detergent, Fresh Scent - 12 ct",NonexNonexNone,4.49,8022083,cleaning-supplies,household,3.54 x7.09 x6.38 ,12 oz
"['https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/0/0/00037000977094.jpg', 'https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/0/0/00037000977094.jpg', 'https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/0/0/00037000977094_1.jpg', 'https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/0/0/00037000977094_2.jpg', 'https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/0/0/00037000977094_3.jpg', 'https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/0/0/00037000977094_4.jpg']",household/kitchen/cleaning-supplies,"Cascade Platinum ActionPacs Dishwasher Detergent, Fresh - 18 ct",NonexNonexNone,8.99,8022087,cleaning-supplies,household,3.54 x7.09 x8.74 ,18 oz
"['https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/0/0/00037000977063.jpg', 'https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/0/0/00037000977063.jpg', 'https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/0/0/00037000977063_1.jpg', 'https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/0/0/00037000977063_2.jpg', 'https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/0/0/00037000977063_3.jpg', 'https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/0/0/00037000977063_4.jpg']",household/kitchen/cleaning-supplies,"Cascade Platinum ActionPacs Dishwasher Detergent, Fresh - 11 ct",NonexNonexNone,5.99,8022086,cleaning-supplies,household,3.54 x7.09 x6.38 ,11 oz
"['https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/0/0/00037000976943.jpg', 'https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/0/0/00037000976943.jpg', 'https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/0/0/00037000976943_1.jpg', 'https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/0/0/00037000976943_2.jpg', 'https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/0/0/00037000976943_3.jpg', 'https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/0/0/00037000976943_4.jpg']",household/kitchen/cleaning-supplies,"Cascade Complete ActionPacs Dishwasher Detergent, Fresh Scent - 14 ct",NonexNonexNone,5.99,8022085,cleaning-supplies,household,3.54 x7.09 x6.38 ,14 oz
"['https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/0/0/00037000976110.jpg', 'https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/0/0/00037000976110.jpg', 'https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/0/0/00037000976110_1.jpg', 'https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/0/0/00037000976110_2.jpg', 'https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/0/0/00037000976110_3.jpg', 'https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/0/0/00037000976110_4.jpg']",household/kitchen/cleaning-supplies,"Cascade Complete ActionPacs Dishwasher Detergent, Fresh - 23 ct",NonexNonexNone,8.99,8022084,cleaning-supplies,household,3.54 x7.09 x8.74 ,23 oz
"['https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/0/3/037000973782.jpg', 'https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/0/3/037000973782.jpg', 'https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/0/3/037000973782_2.jpg', 'https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/0/3/037000973782_3.jpg', 'https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/0/3/037000973782_4.jpg', 'https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/0/3/037000973782_5.jpg']",household/kitchen/cleaning-supplies,"Dawn Ultra Dishwashing Liquid Dish Soap, Original, 8 fl oz",1.85 inchesx2.95 inchesx5.91 inches,1.79,8022075,cleaning-supplies,household,1.85 inchesx2.95 inchesx6.46 inches,0.55 lb
"['https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/0/0/00037000973874.jpg', 'https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/0/0/00037000973874.jpg', 'https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/0/0/00037000973874_1.jpg']",household/kitchen/cleaning-supplies,Dawn Hand Renewal Pomegranate Splash Scent 8oz,1.85 inchesx2.95 inchesx5.91 inches,1.79,8022080,cleaning-supplies,household,1.85 inchesx2.95 inchesx5.91 inches,8 fluid oz
"['https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/0/4/048155908734.jpg', 'https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/0/4/048155908734.jpg', 'https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/0/4/048155908734_2.jpg']",household/kitchen/cleaning-supplies,"PowerHouse Dish Detergent, Lemon Zest - 25 oz",NonexNonexNone,1.00,8013536,cleaning-supplies,household,3.89 inchesx2.4 inchesx9.75 inches,25 oz
"['https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/0/4/048155908727.jpg', 'https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/0/4/048155908727.jpg', 'https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/0/4/048155908727_2.jpg']",household/kitchen/cleaning-supplies,"PowerHouse Dish Detergent, Orange Citrus - 25 oz",NonexNonexNone,1.00,8017836,cleaning-supplies,household,3.89 inchesx2.4 inchesx9.75 inches,25 oz
"['https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/0/1/011822036108.jpg', 'https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/0/1/011822036108.jpg']",household/kitchen/cleaning-supplies,"Rite Aid Home Wash Cloth, White - 9 ct",NonexNonexNone,5.99,0425912,cleaning-supplies,household,6.2 inchesx1.6 inchesx12.0 inches,7.6 oz
"['https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/0/1/011822583558.jpg', 'https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/0/1/011822583558.jpg']",household/kitchen/cleaning-supplies,Rite Aid Home Lint Roller,NonexNonexNone,4.49,0358355,cleaning-supplies,household,5.6 inchesx7 inchesx2 inches,5.5 oz
"['https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/0/1/011822036146_1.jpg', 'https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/0/1/011822036146_1.jpg']",household/kitchen/cleaning-supplies,Rite Aid Home Newport Striped Kitchen Towel In Linen - 3 ct,NonexNonexNone,7.99,0425891,cleaning-supplies,household,7 inchesx2.1 inchesx7.5 inches,3 count
"['https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/0/1/011822036122_1.jpg', 'https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/0/1/011822036122_1.jpg']",household/kitchen/cleaning-supplies,Rite Aid Home Culinary Stripe Kitchen Towel Earth - 3 ct,NonexNonexNone,7.99,0425914,cleaning-supplies,household,6.9 inchesx1.9 inchesx7.95 inches,3 count
"['https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/0/1/011822618632_1.jpg', 'https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/0/1/011822618632_1.jpg']",household/kitchen/cleaning-supplies,Big Win Wet Mopping Cloths - 24 ct,NonexNonexNone,7.49,0361863,cleaning-supplies,household,11.75 inchesx3.6 inchesx6.55 inches,24 count
"['https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/0/1/011822333863_1.jpg', 'https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/0/1/011822333863_1.jpg']",household/kitchen/cleaning-supplies,Big Win Spray Pads - 12 ct,NonexNonexNone,5.99,8022702,cleaning-supplies,household,11.75 inchesx3.8 inchesx5.85 inches,12 count
"['https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/0/1/011822890168_1.jpg', 'https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/0/1/011822890168_1.jpg']",household/kitchen/cleaning-supplies,Big Win Disinfectant Wipes Fresh Scent - 35 ct,NonexNonexNone,2.99,8023210,cleaning-supplies,household,3.25 inchesx3.25 inchesx7.75 inches,35 count
"['https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/0/1/011822335249_1.jpg', 'https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/0/1/011822335249_1.jpg']",household/kitchen/cleaning-supplies,"Big Win Dishwashing Liquid, Hand Rejuvenating, Pomegranate - 19.4 oz",NonexNonexNone,2.99,8024226,cleaning-supplies,household,3.7 inchesx1.95 inchesx9.3 inches,19.4 oz
"['https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/0/1/011822307604.jpg', 'https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/0/1/011822307604.jpg']",household/kitchen/cleaning-supplies,Big Win All In One Dish Detergent Packs - 25 ct,NonexNonexNone,4.99,0372620,cleaning-supplies,household,5.75 inchesx2.65 inchesx8.8 inches,1.04 lb
"['https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/0/3/037000401544.jpg', 'https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/0/3/037000401544.jpg', 'https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/0/3/037000401544_1.jpg', 'https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/0/3/037000401544_2.jpg']",household/kitchen/cleaning-supplies,"Cascade Dishwasher Detergent, Lemon Scent - 75 oz",NonexNonexNone,$1.49 per POUND  (on regular retail),0347523,cleaning-supplies,household,6.2 inchesx11.6 inchesx3.05 inches,75 oz
"['https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/0/3/037000973850.jpg', 'https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/0/3/037000973850.jpg', 'https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/0/3/037000973850_2.jpg', 'https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/0/3/037000973850_3.jpg', 'https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/0/3/037000973850_4.jpg', 'https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/0/3/037000973850_5.jpg']",household/kitchen/cleaning-supplies,"Dawn Platinum Dishwashing Liquid Dish Soap, Refreshing Rain, 8 fl oz",NonexNonexNone,1.79,8022079,cleaning-supplies,household,1.85 inchesx2.95 inchesx6.46 inches,0.55 lb
"['https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/0/2/025947040001.jpg', 'https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/0/2/025947040001.jpg']",household/kitchen/cleaning-supplies,"Home Logic Sink Mat, Large - 1 ct",NonexNonexNone,7.49,0365196,cleaning-supplies,household,12.3 x15.25 x0.3 ,0.7167 lb
"['https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/0/2/025947414611.jpg', 'https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/0/2/025947414611.jpg']",household/kitchen/cleaning-supplies,"Home Logic Dish Drainer, Large - 1 ct",NonexNonexNone,15.99,0365127,cleaning-supplies,household,17.25 inchesx13.7 inchesx5.56 inches,1.925 lb
"['https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/0/5/051596035129.jpg', 'https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/0/5/051596035129.jpg']",household/kitchen/cleaning-supplies,"United Solutions Sink Set, White - 2 pieces",NonexNonexNone,13.49,0307328,cleaning-supplies,household,14.25 inchesx18.5 inchesx5.5 inches,1.6833 lb
"['https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/0/5/051700983049.jpg', 'https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/0/5/051700983049.jpg']",household/kitchen/cleaning-supplies,Finish Quantum - 20 ct,NonexNonexNone,7.99,8023377,cleaning-supplies,household,8.07 inchesx1.57 inchesx8.66 inches,0.66 lbs
"['https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/0/5/051700988211.jpg', 'https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/0/5/051700988211.jpg']",household/kitchen/cleaning-supplies,"Finish Powerball, Max-in-1 - 23 ct",NonexNonexNone,7.99,8023320,cleaning-supplies,household,7.09 inchesx2.56 inchesx8.66 inches,23 count
"['https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/0/3/037000976141.jpg', 'https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/0/3/037000976141.jpg']",household/kitchen/cleaning-supplies,"Gain Ultra Dishwashing Liquid Dish Soap, Original, 8 fl oz",NonexNonexNone,1.69,8022073,cleaning-supplies,household,1.85 inchesx2.95 inchesx6.46 inches,0.55 lb
"['https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/0/3/037000973102.jpg', 'https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/0/3/037000973102.jpg', 'https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/0/3/037000973102_2.jpg', 'https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/0/3/037000973102_3.jpg', 'https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/0/3/037000973102_4.jpg', 'https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/0/3/037000973102_5.jpg']",household/kitchen/cleaning-supplies,"Dawn Ultra Botanicals Dishwashing Liquid Dish Soap, Aloe Water, 19.4 fl oz",NonexNonexNone,4.19,8022980,cleaning-supplies,household,2.17 inchesx3.74 inchesx9.33 inches,1.32 lbs
"['https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/0/0/00037000973072.jpg', 'https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/0/0/00037000973072.jpg', 'https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/0/0/00037000973072_1.jpg']",household/kitchen/cleaning-supplies,"Dawn Ultra Antibacterial Hand Soap, Dishwashing Liquid Dish Soap Apple Blossom 19.4 oz",NonexNonexNone,4.19,8022981,cleaning-supplies,household,2.17 x3.74 x8.86 ,19.4 oz
"['https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/0/0/00037000973065.jpg', 'https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/0/0/00037000973065.jpg', 'https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/0/0/00037000973065_1.jpg', 'https://www.riteaid.com/shop/media/catalog/product/cache/1/image/600x410/17f82f742ffe127f42dca9de82fb58b1/0/0/00037000973065_2.jpg']",household/kitchen/cleaning-supplies,"Dawn Ultra Antibacterial Hand Soap, Dishwashing Liquid Dish Soap Orange 19.4 oz",NonexNonexNone,4.19,8022978,cleaning-supplies,household,2.17 x3.74 x8.86 ,19.4 oz
